n,panel_role,rank,prime,all_obstruction_frequency,canonical_obstruction_frequency,losing_pair_count,coverage_numerator,coverage_denominator,coverage_decimal
240000044158,LOW_TAIL,71,1151,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,72,1171,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,73,1187,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,74,1259,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,75,1319,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,76,1447,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,77,1471,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,78,1523,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,79,1559,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,80,1607,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,81,1667,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,82,1823,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,83,1831,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,84,1879,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,85,1951,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,86,1999,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,87,2011,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,88,2039,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,89,2087,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,90,2239,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,91,2459,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,92,2531,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,93,2671,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,94,2683,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,95,2699,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,96,3499,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,97,3659,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,98,3779,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,99,3803,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,100,3847,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,101,3919,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,102,4339,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,103,4447,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,104,4603,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,105,5651,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,106,5683,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,107,5839,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,108,5987,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,109,6011,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,110,6691,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,111,6791,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,112,7219,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,113,7523,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,114,9547,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,115,10039,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,116,10139,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,117,10247,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,118,11743,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,119,13171,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,120,13183,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,121,13831,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,122,14627,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,123,16883,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,124,16931,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,125,18803,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,126,21283,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,127,21491,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,128,23159,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,129,23887,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,130,27947,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,131,28579,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,132,32771,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,133,33487,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,134,34127,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,135,36691,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,136,40283,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,137,43223,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,138,46027,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,139,46399,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,140,49451,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,141,50291,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,142,59183,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,143,63059,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,144,67807,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,145,72679,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,146,73291,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,147,84919,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,148,88211,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,149,93187,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,150,93239,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,151,106759,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,152,116491,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,153,116791,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,154,117959,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,155,118127,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,156,127931,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,157,132523,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,158,134807,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,159,142759,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,160,156347,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,161,167267,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,162,175303,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,163,186727,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,164,199151,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,165,210911,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,166,285179,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,167,320387,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,168,325943,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,169,402223,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,170,404167,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,171,404539,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,172,424547,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,173,425003,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,174,425519,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,175,429223,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,176,614543,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,177,678883,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,178,707939,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,179,762563,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,180,763267,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,181,766739,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,182,773147,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,183,853799,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,184,1027127,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,185,1099807,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,186,1335647,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,187,1615183,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,188,1675463,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,189,1695347,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,190,1844111,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,191,1886119,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,192,2299783,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,193,2567923,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,194,3325099,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,195,3839503,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,196,3871831,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,197,3877663,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,198,3958039,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,199,4094579,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,200,4630859,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,201,5239879,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,202,5417459,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,203,6018539,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,204,6144707,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,205,7154783,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,206,7290527,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,207,7841023,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,208,9650167,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,209,10339739,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,210,10438367,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,211,11029127,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,212,11308487,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,213,11658847,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,214,14142607,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,215,14910587,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,216,16384483,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,217,16494847,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,218,16602167,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,219,20595023,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,220,21438779,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,221,24673651,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,222,26064239,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,223,27889003,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,224,29303987,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,225,34100603,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,226,36295447,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,227,36308627,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,228,38548031,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,229,39447739,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,230,42272431,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,231,43763683,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,232,46493203,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,233,47013503,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,234,47351371,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,235,60778079,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,236,64342727,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,237,75625439,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,238,76190479,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,239,78688507,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,240,78876263,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,241,80971543,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,242,82389107,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,243,85287799,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,244,86827163,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,245,93239491,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,246,94113827,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,247,96463039,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,248,101077531,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,249,116521511,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,250,135537187,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,251,147330167,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,252,152282743,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,253,157226131,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,254,194174047,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,255,196001651,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,256,215796767,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,257,224133727,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,258,237623803,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,259,242424271,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,260,275791951,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,261,302205559,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,262,319148891,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,263,374226751,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,264,377358559,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,265,415221607,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,266,465097439,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,267,535710023,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,268,540539443,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,269,605082383,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,270,615380639,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,271,662848663,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,272,1105767847,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,273,1120668607,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,274,1337301179,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,275,1538458939,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,276,1559310059,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,277,1600000163,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,278,1844785199,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,279,1846153583,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,280,2142421571,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,281,2307223231,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,282,2352941603,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,283,2542353571,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,284,2696531939,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,285,2727273119,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,286,3076923643,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,287,4263916687,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,288,4775586427,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,289,4800000487,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,290,5794971359,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,291,6569812771,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,292,6666534599,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,293,6666653131,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,294,6666667439,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,295,7792246279,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,296,7796550943,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,297,7995683779,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,298,7995696799,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,299,7999675951,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,300,8000001463,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,301,9228886111,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,302,13089963707,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,303,19709438311,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,304,19902211283,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,305,19967718587,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,306,19999189871,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,307,19999572547,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,308,19999605047,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,309,22262675803,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,310,23877934079,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,311,23999649671,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,312,23999844971,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,313,24000004403,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,314,26077363303,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,315,29999760559,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,316,39998379391,1,0,388,1,388,0.002577319587629
240000044158,LOW_TAIL,317,60000011039,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,318,72318081103,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,319,119382496063,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,320,119389669423,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,321,119418891343,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,322,119999933503,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,323,119999981923,1,1,388,1,388,0.002577319587629
240000044158,LOW_TAIL,324,120000022063,1,1,388,1,388,0.002577319587629
240000000968,LOW_TAIL,1,3,165,165,387,165,387,0.426356589147287
240000000968,LOW_TAIL,2,7,58,37,387,58,387,0.149870801033592
240000000968,LOW_TAIL,3,11,42,16,387,42,387,0.108527131782946
240000000968,LOW_TAIL,4,19,22,10,387,22,387,0.056847545219638
240000000968,LOW_TAIL,5,23,13,6,387,13,387,0.033591731266150
240000000968,LOW_TAIL,6,31,11,7,387,11,387,0.028423772609819
240000000968,LOW_TAIL,7,71,10,4,387,10,387,0.025839793281654
240000000968,LOW_TAIL,8,47,9,5,387,9,387,0.023255813953488
240000000968,LOW_TAIL,9,59,9,3,387,9,387,0.023255813953488
240000000968,LOW_TAIL,10,43,8,2,387,8,387,0.020671834625323
240000000968,LOW_TAIL,11,67,8,1,387,8,387,0.020671834625323
240000000968,LOW_TAIL,12,79,5,2,387,5,387,0.012919896640827
240000000968,LOW_TAIL,13,127,5,3,387,5,387,0.012919896640827
240000000968,LOW_TAIL,14,131,5,3,387,5,387,0.012919896640827
240000000968,LOW_TAIL,15,167,5,2,387,5,387,0.012919896640827
240000000968,LOW_TAIL,16,83,4,2,387,4,387,0.010335917312661
240000000968,LOW_TAIL,17,179,4,2,387,4,387,0.010335917312661
240000000968,LOW_TAIL,18,239,4,1,387,4,387,0.010335917312661
240000000968,LOW_TAIL,19,107,3,0,387,3,387,0.007751937984496
240000000968,LOW_TAIL,20,139,3,1,387,3,387,0.007751937984496
240000000968,LOW_TAIL,21,199,3,0,387,3,387,0.007751937984496
240000000968,LOW_TAIL,22,211,3,0,387,3,387,0.007751937984496
240000000968,LOW_TAIL,23,227,3,1,387,3,387,0.007751937984496
240000000968,LOW_TAIL,24,263,3,1,387,3,387,0.007751937984496
240000000968,LOW_TAIL,25,151,2,1,387,2,387,0.005167958656331
240000000968,LOW_TAIL,26,191,2,2,387,2,387,0.005167958656331
240000000968,LOW_TAIL,27,283,2,1,387,2,387,0.005167958656331
240000000968,LOW_TAIL,28,307,2,0,387,2,387,0.005167958656331
240000000968,LOW_TAIL,29,311,2,1,387,2,387,0.005167958656331
240000000968,LOW_TAIL,30,487,2,0,387,2,387,0.005167958656331
240000000968,LOW_TAIL,31,563,2,2,387,2,387,0.005167958656331
240000000968,LOW_TAIL,32,607,2,1,387,2,387,0.005167958656331
240000000968,LOW_TAIL,33,719,2,2,387,2,387,0.005167958656331
240000000968,LOW_TAIL,34,1163,2,2,387,2,387,0.005167958656331
240000000968,LOW_TAIL,35,1307,2,0,387,2,387,0.005167958656331
240000000968,LOW_TAIL,36,1511,2,1,387,2,387,0.005167958656331
240000000968,LOW_TAIL,37,1619,2,0,387,2,387,0.005167958656331
240000000968,LOW_TAIL,38,2131,2,1,387,2,387,0.005167958656331
240000000968,LOW_TAIL,39,3907,2,0,387,2,387,0.005167958656331
240000000968,LOW_TAIL,40,10243,2,1,387,2,387,0.005167958656331
240000000968,LOW_TAIL,41,103,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,42,163,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,43,251,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,44,271,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,45,331,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,46,347,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,47,367,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,48,379,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,49,419,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,50,463,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,51,491,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,52,499,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,53,503,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,54,523,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,55,571,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,56,643,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,57,727,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,58,743,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,59,811,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,60,823,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,61,887,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,62,907,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,63,911,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,64,947,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,65,971,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,66,1019,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,67,1031,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,68,1039,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,69,1091,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,70,1103,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,71,1171,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,72,1223,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,73,1231,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,74,1291,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,75,1319,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,76,1471,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,77,1499,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,78,1543,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,79,1663,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,80,1723,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,81,1867,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,82,1907,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,83,2063,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,84,2399,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,85,2423,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,86,2647,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,87,2683,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,88,2687,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,89,2711,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,90,2843,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,91,3203,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,92,3463,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,93,3547,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,94,3571,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,95,3607,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,96,3779,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,97,3803,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,98,3863,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,99,3919,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,100,4051,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,101,4919,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,102,5279,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,103,5323,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,104,5387,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,105,5623,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,106,5647,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,107,6067,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,108,6263,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,109,6451,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,110,6899,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,111,7247,1,1,387,1,387,0.002583979328165
240000000968,LOW_TAIL,112,8123,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,113,8231,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,114,8387,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,115,9151,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,116,9623,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,117,9767,1,0,387,1,387,0.002583979328165
240000000968,LOW_TAIL,118,10099,1,0,387,1,387,0.002583979328165
